NAME,APPLIANCE,RACK,RANK,IP,MAC,INTERFACE,NETWORK,DEFAULT,BOX,INTERFACE HOSTNAME,CHANNEL,OPTIONS,VLAN
hyp004,hyp004-oob001,True,backend,0,0,192.168.0.19,74:E6:E2:A3:55:48,em1,oob001,,,
hyp004,hyp004-inf412,,,,,10.11.12.14,,em2,inf412,,,
